claim_id,state,district,village,claim_type,claimed_area,recorded_area,processing_days,current_stage,documents_complete,land_record_available,overlap_percentage,previous_rejections,latitude,longitude,status
FRA0204,Chhattisgarh,Bastar,Village_50,CR,6.58,6.7,54,DLC,1,1,83.39,2,19.037319,81.988552,Approved
FRA0205,Madhya Pradesh,Balaghat,Village_29,CFR,8.86,8.54,81,Title Issued,1,1,57.16,1,21.732823,80.128897,Approved
FRA0206,Jharkhand,Gumla,Village_27,IFR,8.69,7.56,62,Gram Sabha,1,0,17.43,3,22.901532,84.570489,Pending
FRA0207,Odisha,Keonjhar,Village_17,CR,7.99,8.0,55,Title Issued,0,1,38.51,0,21.502269,85.538516,Approved
FRA0208,Jharkhand,Ranchi,Village_38,CFR,5.87,6.01,124,Gram Sabha,0,1,1.75,3,23.292521,85.383578,Approved
FRA0209,Odisha,Keonjhar,Village_44,IFR,6.62,5.85,38,Gram Sabha,0,0,37.67,3,21.735398,85.436035,Rejected
FRA0210,Madhya Pradesh,Balaghat,Village_92,CFR,8.46,7.3,105,DLC,0,0,54.17,0,21.854441,80.18902,Rejected
FRA0211,Chhattisgarh,Surguja,Village_33,CR,1.07,1.04,113,Title Issued,1,1,48.72,0,22.890764,83.050544,Rejected
FRA0212,Odisha,Mayurbhanj,Village_3,CR,6.35,6.13,89,Title Issued,1,1,47.02,1,21.838825,86.640528,Pending
FRA0213,Odisha,Koraput,Village_36,CR,6.92,5.91,142,Gram Sabha,1,1,26.67,3,18.811936,82.585115,Pending
FRA0214,Madhya Pradesh,Balaghat,Village_92,IFR,3.46,3.2,81,DLC,0,0,37.86,2,21.850209,80.210589,Approved
FRA0215,Chhattisgarh,Surguja,Village_1,CR,7.78,6.66,132,SDLC,0,0,40.36,3,22.855818,83.164228,Pending
FRA0216,Jharkhand,Ranchi,Village_76,CR,6.54,6.56,28,Title Issued,1,0,85.91,1,23.205761,85.284394,Approved
FRA0217,Jharkhand,Ranchi,Village_6,CR,5.72,5.31,67,Title Issued,0,1,54.47,3,23.2222,85.16392,Pending
FRA0218,Maharashtra,Nandurbar,Village_91,CFR,5.38,5.38,125,Title Issued,0,0,36.8,0,21.223864,74.363504,Approved
FRA0219,Jharkhand,Ranchi,Village_92,IFR,3.63,3.22,140,SDLC,0,1,66.29,0,23.299433,85.192373,Pending
FRA0220,Chhattisgarh,Kanker,Village_36,CR,2.62,2.41,153,Title Issued,1,1,10.45,0,20.183602,81.41406,Pending
FRA0221,Chhattisgarh,Bastar,Village_82,CR,5.96,5.81,105,Title Issued,1,1,83.8,1,19.139649,81.84522,Approved
FRA0222,Jharkhand,Ranchi,Village_51,CR,7.8,7.04,102,SDLC,1,0,68.9,1,23.431238,85.299373,Approved
FRA0223,Maharashtra,Gadchiroli,Village_18,CR,8.07,7.32,58,Title Issued,0,0,18.55,3,20.236871,79.948433,Pending
FRA0224,Maharashtra,Nashik,Village_57,IFR,3.0,3.07,82,SDLC,1,1,52.55,0,19.973729,73.748335,Rejected
FRA0225,Jharkhand,Ranchi,Village_22,CR,4.26,4.13,52,SDLC,1,1,61.8,1,23.472562,85.30338,Pending
FRA0226,Chhattisgarh,Bastar,Village_91,CR,5.12,4.76,87,DLC,1,0,80.0,0,19.207682,81.889645,Approved
FRA0227,Madhya Pradesh,Balaghat,Village_90,CFR,5.73,5.15,141,Gram Sabha,1,1,30.17,1,21.938151,80.195995,Pending
FRA0228,Jharkhand,Ranchi,Village_8,CR,3.24,3.06,102,DLC,0,1,50.72,2,23.32641,85.292088,Approved
FRA0229,Jharkhand,Ranchi,Village_26,IFR,1.35,1.26,79,Title Issued,1,1,8.23,3,23.405392,85.232611,Pending
FRA0230,Maharashtra,Nashik,Village_45,CFR,5.1,4.66,75,Gram Sabha,1,1,0.01,3,19.995283,73.910193,Rejected
FRA0231,Madhya Pradesh,Balaghat,Village_42,CFR,3.76,3.49,72,DLC,1,0,3.09,2,21.932265,80.157657,Rejected
FRA0232,Chhattisgarh,Bastar,Village_57,IFR,6.47,6.31,162,SDLC,0,1,68.64,2,19.090497,82.040027,Rejected
FRA0233,Madhya Pradesh,Dindori,Village_65,CFR,1.2,1.09,57,Gram Sabha,1,0,57.08,2,22.972182,81.114732,Approved
FRA0234,Madhya Pradesh,Dindori,Village_54,CFR,4.16,4.24,76,Gram Sabha,0,1,67.81,2,23.065732,81.19907,Rejected
FRA0235,Chhattisgarh,Surguja,Village_36,CR,2.48,2.43,146,SDLC,0,1,15.09,3,22.842726,83.136427,Rejected
FRA0236,Jharkhand,Gumla,Village_93,CR,7.53,6.54,88,DLC,1,1,5.33,3,22.924094,84.562655,Pending
FRA0237,Chhattisgarh,Surguja,Village_50,IFR,5.13,4.61,118,DLC,1,0,32.81,2,22.959139,83.191939,Approved
FRA0238,Chhattisgarh,Surguja,Village_9,CR,1.13,1.18,148,Gram Sabha,0,0,68.36,2,23.04892,83.09984,Approved
FRA0239,Jharkhand,Gumla,Village_42,CR,7.73,8.03,47,Gram Sabha,1,0,7.88,0,23.098954,84.451194,Pending
FRA0240,Madhya Pradesh,Balaghat,Village_44,CR,6.94,6.48,168,Title Issued,0,0,12.05,2,21.702633,80.257131,Pending
FRA0241,Maharashtra,Nandurbar,Village_92,CR,8.16,7.3,141,Gram Sabha,1,0,47.02,0,21.325094,74.197902,Pending
FRA0242,Madhya Pradesh,Balaghat,Village_92,CFR,1.96,1.92,139,Title Issued,0,0,50.69,3,21.785938,80.168387,Pending
FRA0243,Odisha,Keonjhar,Village_47,IFR,5.67,5.14,60,DLC,0,0,72.04,2,21.774117,85.530293,Pending
FRA0244,Maharashtra,Nashik,Village_76,IFR,6.3,6.09,98,Title Issued,1,0,41.25,0,19.892251,73.852235,Approved
FRA0245,Maharashtra,Nashik,Village_38,CR,2.63,2.27,144,DLC,1,1,40.82,1,20.144789,73.666253,Approved
FRA0246,Jharkhand,Ranchi,Village_16,CFR,2.5,2.37,125,SDLC,1,0,23.82,2,23.287411,85.367599,Rejected
FRA0247,Odisha,Mayurbhanj,Village_42,CFR,5.32,4.75,21,Title Issued,1,0,95,0,21.997081,86.605458,Approved
FRA0248,Maharashtra,Gadchiroli,Village_25,CR,2.57,2.52,86,Gram Sabha,0,1,58.53,0,20.297886,80.047596,Pending
FRA0249,Madhya Pradesh,Balaghat,Village_19,CR,5.16,4.58,161,DLC,1,1,40.29,2,21.668931,80.099985,Approved
FRA0250,Odisha,Keonjhar,Village_74,IFR,2.31,2.34,96,SDLC,0,0,40.38,2,21.772883,85.721184,Approved
FRA0251,Jharkhand,Gumla,Village_31,CR,4.81,4.49,167,Title Issued,0,0,6.1,2,23.169928,84.534101,Pending
FRA0252,Chhattisgarh,Kanker,Village_53,IFR,7.49,6.63,30,Title Issued,0,0,89.39,0,20.395966,81.352401,Rejected
FRA0253,Jharkhand,Ranchi,Village_58,CR,4.27,3.65,94,Gram Sabha,1,1,73.86,0,23.394273,85.247116,Approved
FRA0254,Odisha,Keonjhar,Village_28,CFR,2.93,2.52,119,Title Issued,1,0,56.55,0,21.672482,85.64586,Approved
FRA0255,Odisha,Keonjhar,Village_11,CFR,5.07,4.34,128,SDLC,0,1,69.56,3,21.647833,85.585283,Approved
FRA0256,Maharashtra,Nashik,Village_13,CFR,3.71,3.52,63,SDLC,0,0,12.74,2,20.00756,73.696808,Approved
FRA0257,Madhya Pradesh,Balaghat,Village_52,CFR,7.92,6.91,112,Title Issued,1,1,86.97,3,21.75402,80.176711,Pending
FRA0258,Odisha,Mayurbhanj,Village_17,CFR,6.2,6.43,43,Title Issued,1,0,16.7,2,21.799113,86.711257,Rejected
FRA0259,Madhya Pradesh,Mandla,Village_93,IFR,7.69,6.64,52,SDLC,0,1,25.75,2,22.57126,80.494471,Approved
FRA0260,Chhattisgarh,Surguja,Village_39,CFR,7.31,7.36,95,Gram Sabha,0,1,11.26,0,22.875912,83.348059,Rejected
FRA0261,Madhya Pradesh,Mandla,Village_88,CR,4.36,3.87,170,Gram Sabha,1,1,75.56,0,22.508224,80.355108,Approved
FRA0262,Madhya Pradesh,Dindori,Village_27,CFR,2.5,2.4,65,Title Issued,0,0,8.81,0,22.839948,81.109732,Rejected
FRA0263,Maharashtra,Nandurbar,Village_20,CR,7.89,6.8,168,Gram Sabha,0,0,79.23,1,21.438065,74.295458,Pending
FRA0264,Chhattisgarh,Kanker,Village_44,CFR,6.99,6.02,88,SDLC,0,1,58.1,2,20.228186,81.583533,Rejected
FRA0265,Madhya Pradesh,Dindori,Village_55,IFR,1.99,2.02,22,Title Issued,0,1,75.54,1,23.088679,81.169365,Pending
FRA0266,Jharkhand,Gumla,Village_8,CFR,9.2,8.62,52,Title Issued,0,0,65.24,3,23.02891,84.487414,Rejected
FRA0267,Odisha,Koraput,Village_16,IFR,8.49,8.1,42,SDLC,1,0,37.22,2,18.892046,82.811612,Approved
FRA0268,Madhya Pradesh,Dindori,Village_40,IFR,9.26,8.68,61,DLC,1,1,56.43,0,23.058984,81.090795,Pending
FRA0269,Maharashtra,Nandurbar,Village_7,CR,1.63,1.64,39,Gram Sabha,1,1,25.74,1,21.422649,74.294387,Pending
FRA0270,Madhya Pradesh,Dindori,Village_94,CFR,6.09,5.78,65,Gram Sabha,0,1,38.72,3,23.003591,81.09548,Approved
FRA0271,Maharashtra,Nashik,Village_12,CR,8.44,8.86,77,Title Issued,1,0,14.34,1,19.923357,73.790681,Pending
FRA0272,Chhattisgarh,Bastar,Village_81,IFR,6.77,6.43,97,Gram Sabha,0,0,71.95,2,19.1059,82.021708,Pending
FRA0273,Odisha,Keonjhar,Village_90,CR,3.81,3.55,168,Title Issued,1,1,82.8,1,21.611592,85.451901,Rejected
FRA0274,Maharashtra,Gadchiroli,Village_54,IFR,6.39,6.18,63,Title Issued,0,0,71.28,0,20.081511,79.989757,Rejected
FRA0275,Jharkhand,Simdega,Village_34,CFR,8.0,7.4,154,DLC,1,1,80.23,3,22.548252,84.537202,Rejected
FRA0276,Chhattisgarh,Kanker,Village_57,CFR,9.55,9.27,110,DLC,1,0,66.35,1,20.139016,81.503076,Rejected
FRA0277,Chhattisgarh,Bastar,Village_81,CFR,2.97,2.66,170,SDLC,0,0,72.16,3,19.165563,81.87748,Approved
FRA0278,Odisha,Mayurbhanj,Village_46,CFR,3.09,2.82,60,Title Issued,0,0,50.18,0,21.898926,86.601336,Pending
FRA0279,Jharkhand,Ranchi,Village_10,IFR,6.63,6.01,148,SDLC,1,1,38.43,1,23.24009,85.238957,Approved
FRA0280,Jharkhand,Gumla,Village_90,IFR,6.27,5.44,74,Title Issued,0,1,86.24,2,23.066692,84.562046,Approved
FRA0281,Maharashtra,Nashik,Village_14,CR,8.09,7.17,44,Title Issued,1,0,15.64,0,19.957477,73.880443,Approved
FRA0282,Odisha,Koraput,Village_19,IFR,3.02,2.83,130,SDLC,0,0,51.98,2,18.82715,82.726995,Pending
FRA0283,Maharashtra,Nashik,Village_25,CR,4.85,4.67,133,Title Issued,1,0,5.56,1,20.059269,73.883413,Pending
FRA0284,Odisha,Keonjhar,Village_66,IFR,9.6,8.47,177,Title Issued,1,1,31.21,3,21.628236,85.497536,Approved
FRA0285,Madhya Pradesh,Mandla,Village_90,CFR,3.94,3.49,26,DLC,1,1,7.61,1,22.552998,80.358833,Rejected
FRA0286,Madhya Pradesh,Dindori,Village_2,IFR,6.18,6.23,68,SDLC,1,1,7.42,0,22.917821,81.077089,Pending
FRA0287,Jharkhand,Ranchi,Village_66,CFR,1.63,1.66,111,DLC,1,0,78.91,0,23.335104,85.245109,Approved
FRA0288,Madhya Pradesh,Mandla,Village_61,IFR,2.94,2.81,25,Title Issued,0,1,9.92,0,22.511862,80.39114,Pending
FRA0289,Maharashtra,Nashik,Village_62,IFR,2.66,2.76,145,SDLC,0,0,88.64,3,20.004633,73.915932,Pending
FRA0290,Chhattisgarh,Surguja,Village_42,CR,7.0,6.3,67,DLC,0,0,75.45,3,22.773995,83.113468,Approved
FRA0291,Chhattisgarh,Bastar,Village_28,IFR,7.59,7.53,96,Title Issued,0,0,70.14,0,19.127325,81.893889,Pending
FRA0292,Maharashtra,Nandurbar,Village_33,IFR,9.39,8.46,106,DLC,1,1,19.53,0,21.244701,74.11492,Rejected
FRA0293,Madhya Pradesh,Mandla,Village_2,CFR,1.99,2.05,66,Title Issued,0,1,43.72,0,22.484891,80.277011,Pending
FRA0294,Jharkhand,Ranchi,Village_79,CFR,3.39,3.08,45,SDLC,1,1,47.96,2,23.381152,85.38364,Rejected
FRA0295,Jharkhand,Gumla,Village_62,IFR,8.63,7.85,44,Gram Sabha,1,1,69.02,3,22.956741,84.616371,Approved
FRA0296,Odisha,Koraput,Village_42,IFR,4.2,4.22,34,DLC,0,0,33.51,2,18.816415,82.735675,Pending
FRA0297,Maharashtra,Nandurbar,Village_21,IFR,8.64,7.61,69,Title Issued,0,0,88.11,1,21.310721,74.108706,Approved
FRA0298,Jharkhand,Ranchi,Village_26,CR,2.72,2.67,167,SDLC,1,1,21.83,1,23.217655,85.225199,Approved
FRA0299,Madhya Pradesh,Mandla,Village_73,CFR,7.92,7.44,43,Title Issued,1,1,65.83,1,22.727933,80.307394,Rejected
FRA0300,Maharashtra,Gadchiroli,Village_53,CFR,5.51,4.81,66,DLC,0,0,17.99,2,20.316706,79.949249,Pending
FRA0301,Odisha,Koraput,Village_32,CR,2.32,2.43,83,Gram Sabha,0,1,57.41,3,18.821542,82.831606,Pending
FRA0302,Odisha,Koraput,Village_73,CR,1.4,1.22,109,SDLC,0,1,2.38,1,18.837648,82.695593,Approved
FRA0303,Chhattisgarh,Surguja,Village_46,CFR,3.95,3.86,133,DLC,1,0,20.33,0,22.856298,83.069465,Approved
FRA0304,Jharkhand,Ranchi,Village_89,IFR,9.89,8.7,57,Gram Sabha,0,0,41.21,3,23.387409,85.401064,Rejected
FRA0305,Maharashtra,Gadchiroli,Village_34,CR,3.44,3.43,74,DLC,0,0,4.93,3,20.203296,79.965229,Pending
FRA0306,Chhattisgarh,Surguja,Village_2,CFR,8.32,7.1,144,SDLC,0,0,41.55,2,22.871642,83.268028,Approved
FRA0307,Chhattisgarh,Bastar,Village_40,CR,4.77,4.23,149,Title Issued,0,1,59.23,0,19.026319,81.879075,Approved
FRA0308,Odisha,Mayurbhanj,Village_11,IFR,7.06,6.02,136,Gram Sabha,1,1,63.52,3,21.929763,86.68112,Pending
FRA0309,Jharkhand,Gumla,Village_8,CR,5.14,4.66,73,DLC,1,1,79.51,0,23.045632,84.399158,Approved
FRA0310,Odisha,Koraput,Village_25,CR,4.1,3.84,77,Title Issued,0,0,76.95,0,18.749861,82.600716,Pending
FRA0311,Maharashtra,Nashik,Village_44,CFR,8.03,8.2,48,DLC,0,1,71.98,0,19.873956,73.805273,Pending
FRA0312,Odisha,Keonjhar,Village_41,CFR,6.18,6.32,62,Title Issued,1,1,62.39,2,21.547107,85.627438,Approved
FRA0313,Jharkhand,Ranchi,Village_56,CR,5.85,6.1,122,Title Issued,1,0,85.08,0,23.382818,85.426433,Approved
FRA0314,Madhya Pradesh,Balaghat,Village_1,CFR,1.98,1.82,98,SDLC,1,1,38.03,2,21.802919,80.308777,Rejected
FRA0315,Chhattisgarh,Bastar,Village_51,CFR,2.98,2.55,113,SDLC,0,0,37.32,1,19.08351,82.039697,Pending
FRA0316,Jharkhand,Gumla,Village_55,IFR,9.18,9.54,147,DLC,1,1,62.89,3,23.132693,84.639067,Approved
FRA0317,Madhya Pradesh,Balaghat,Village_9,CFR,5.53,4.96,155,Gram Sabha,0,1,48.97,3,21.911161,80.235955,Pending
FRA0318,Madhya Pradesh,Balaghat,Village_84,IFR,2.21,2.23,37,Gram Sabha,0,1,76.55,2,21.807289,80.140377,Approved
FRA0319,Madhya Pradesh,Dindori,Village_98,CR,5.27,4.71,137,DLC,0,0,34.7,0,22.913329,81.037871,Pending
FRA0320,Madhya Pradesh,Balaghat,Village_39,CR,1.31,1.36,155,Title Issued,1,1,78.7,0,21.680437,80.077646,Rejected
FRA0321,Maharashtra,Gadchiroli,Village_80,CFR,5.28,4.72,40,Title Issued,0,0,28.24,0,20.187381,80.142659,Approved
FRA0322,Jharkhand,Simdega,Village_95,CR,9.96,10.02,98,Title Issued,1,0,56.31,2,22.713447,84.595041,Approved
FRA0323,Chhattisgarh,Bastar,Village_27,CR,1.74,1.66,126,DLC,0,0,89.43,1,19.022854,82.007674,Approved
FRA0324,Odisha,Mayurbhanj,Village_82,CR,9.17,8.22,137,Title Issued,0,1,88.35,2,21.857568,86.824143,Pending
FRA0325,Chhattisgarh,Surguja,Village_99,CFR,2.76,2.46,144,Gram Sabha,1,0,47.1,0,22.901482,83.072393,Approved
FRA0326,Jharkhand,Gumla,Village_97,IFR,9.66,9.13,136,Title Issued,0,1,30.57,0,23.075222,84.427809,Approved
FRA0327,Chhattisgarh,Kanker,Village_14,IFR,9.81,9.32,29,Title Issued,0,1,6.24,1,20.313738,81.531822,Rejected
FRA0328,Madhya Pradesh,Mandla,Village_14,CR,7.44,6.67,76,SDLC,1,0,84.76,3,22.463562,80.243841,Pending
FRA0329,Odisha,Keonjhar,Village_60,IFR,5.68,5.51,25,Gram Sabha,1,1,0.71,0,21.653388,85.548989,Rejected
FRA0330,Maharashtra,Nashik,Village_47,CFR,6.9,6.93,101,SDLC,1,0,63.76,2,20.017556,73.648245,Rejected
FRA0331,Jharkhand,Simdega,Village_23,CR,5.67,5.34,110,Gram Sabha,1,0,34.77,0,22.700707,84.422626,Approved
FRA0332,Madhya Pradesh,Mandla,Village_82,CFR,6.65,6.28,48,Gram Sabha,0,1,19.32,2,22.457294,80.234894,Approved
FRA0333,Madhya Pradesh,Balaghat,Village_70,CFR,9.64,8.72,26,SDLC,1,0,39.03,1,21.816147,80.114751,Approved
FRA0334,Chhattisgarh,Bastar,Village_30,IFR,1.32,1.36,73,SDLC,1,0,75.79,2,19.037452,81.967965,Pending
FRA0335,Jharkhand,Ranchi,Village_43,IFR,2.81,2.8,52,Title Issued,0,1,7.03,3,23.366365,85.357221,Approved
FRA0336,Maharashtra,Nashik,Village_81,CFR,5.72,5.38,169,SDLC,0,1,66.03,1,20.103432,73.837564,Rejected
FRA0337,Chhattisgarh,Surguja,Village_41,CR,9.43,9.69,28,Gram Sabha,1,0,14.12,0,22.890485,83.111097,Pending
FRA0338,Madhya Pradesh,Mandla,Village_98,CFR,7.73,7.15,84,Title Issued,0,0,73.68,3,22.69665,80.431232,Rejected
FRA0339,Maharashtra,Nashik,Village_95,CFR,5.29,5.49,57,Gram Sabha,0,0,1.38,1,19.901417,73.818536,Approved
FRA0340,Chhattisgarh,Bastar,Village_74,CFR,3.33,3.23,180,DLC,1,0,7.03,3,19.095042,81.853407,Rejected
FRA0341,Chhattisgarh,Bastar,Village_87,CR,8.49,7.62,129,SDLC,0,0,30.05,3,19.065585,81.856607,Pending
FRA0342,Jharkhand,Ranchi,Village_35,IFR,7.85,7.65,47,DLC,0,1,15.6,0,23.46723,85.327965,Pending
FRA0343,Maharashtra,Nandurbar,Village_73,CR,5.02,4.88,164,DLC,1,1,82.76,0,21.373248,74.368681,Approved
FRA0344,Chhattisgarh,Surguja,Village_72,CR,6.69,6.6,25,Gram Sabha,0,0,42.64,2,23.036101,83.230467,Pending
FRA0345,Jharkhand,Ranchi,Village_15,CFR,5.39,4.91,149,Gram Sabha,0,1,66.82,0,23.264512,85.208261,Rejected
FRA0346,Chhattisgarh,Surguja,Village_23,IFR,9.0,8.45,86,Gram Sabha,0,1,88.04,0,22.790266,83.155343,Rejected
FRA0347,Jharkhand,Gumla,Village_34,CFR,1.91,1.95,41,Gram Sabha,0,0,57.37,2,23.012522,84.670392,Rejected
FRA0348,Jharkhand,Simdega,Village_50,CFR,9.43,8.4,26,Title Issued,0,0,31.42,1,22.695112,84.400691,Pending
FRA0349,Jharkhand,Ranchi,Village_29,CR,4.71,4.4,151,DLC,1,1,54.97,3,23.312957,85.30723,Pending
FRA0350,Chhattisgarh,Bastar,Village_94,CFR,4.57,4.1,107,DLC,1,1,41.81,0,19.168069,81.904624,Approved
FRA0351,Chhattisgarh,Bastar,Village_56,CR,3.86,3.67,180,DLC,0,1,2.5,2,19.180286,81.814232,Pending
FRA0352,Odisha,Koraput,Village_96,CFR,3.28,3.3,50,SDLC,1,0,41.53,0,18.842857,82.644653,Approved
FRA0353,Chhattisgarh,Kanker,Village_14,IFR,8.68,8.46,21,SDLC,0,0,80.12,0,20.136984,81.340063,Approved
FRA0354,Odisha,Keonjhar,Village_91,CR,3.54,3.63,136,SDLC,1,0,59.34,2,21.619408,85.727138,Rejected
FRA0355,Chhattisgarh,Bastar,Village_85,CFR,5.61,5.11,57,Gram Sabha,1,0,64.73,1,19.01649,81.868938,Approved
FRA0356,Madhya Pradesh,Mandla,Village_94,CFR,3.17,2.97,139,Gram Sabha,1,1,65.14,3,22.740577,80.377227,Rejected
FRA0357,Chhattisgarh,Surguja,Village_97,CR,8.17,7.04,156,Gram Sabha,1,1,62.9,3,22.911574,83.065312,Rejected
FRA0358,Madhya Pradesh,Mandla,Village_34,CFR,8.43,7.25,105,DLC,0,1,33.53,3,22.569433,80.25472,Pending
FRA0359,Odisha,Keonjhar,Village_43,CFR,5.82,6.02,81,Gram Sabha,1,1,44.45,0,21.485684,85.666375,Approved
FRA0360,Odisha,Mayurbhanj,Village_10,IFR,6.82,6.4,165,Gram Sabha,1,0,44.99,2,21.834859,86.767412,Approved
FRA0361,Maharashtra,Nandurbar,Village_69,CR,2.91,2.87,105,DLC,1,1,87.16,3,21.459136,74.116334,Approved
FRA0362,Jharkhand,Ranchi,Village_87,CFR,4.12,3.9,116,Title Issued,0,1,24.13,0,23.253443,85.287988,Approved
FRA0363,Maharashtra,Gadchiroli,Village_37,CFR,1.59,1.52,114,SDLC,1,1,7.78,3,20.111318,79.956735,Pending
FRA0364,Maharashtra,Nandurbar,Village_12,CR,1.51,1.45,62,Title Issued,1,0,31.62,3,21.254394,74.091471,Approved
FRA0365,Jharkhand,Simdega,Village_30,CFR,4.4,4.49,38,SDLC,0,0,8.61,2,22.71991,84.373532,Approved
FRA0366,Madhya Pradesh,Balaghat,Village_6,IFR,3.01,2.69,66,Title Issued,1,0,66.23,2,21.720644,80.119364,Approved
FRA0367,Chhattisgarh,Bastar,Village_74,CFR,6.29,6.01,21,Gram Sabha,0,1,32.55,0,19.02445,82.043214,Rejected
FRA0368,Madhya Pradesh,Balaghat,Village_74,CFR,4.45,4.21,156,Title Issued,0,1,28.16,3,21.866284,80.135732,Pending
FRA0369,Madhya Pradesh,Balaghat,Village_10,IFR,3.14,3.18,178,SDLC,0,0,61.44,3,21.849122,80.147757,Pending
FRA0370,Chhattisgarh,Surguja,Village_26,CFR,9.8,9.94,74,Gram Sabha,1,0,66.29,1,22.858397,83.177316,Pending
FRA0371,Chhattisgarh,Surguja,Village_100,IFR,7.89,7.43,53,DLC,1,1,62.1,3,22.962289,83.078387,Pending
FRA0372,Jharkhand,Ranchi,Village_95,IFR,6.82,6.91,20,SDLC,1,0,39.72,1,23.242645,85.453876,Pending
FRA0373,Odisha,Mayurbhanj,Village_31,IFR,6.58,6.7,106,DLC,0,0,22.24,3,21.839288,86.834682,Pending
FRA0374,Jharkhand,Ranchi,Village_39,CFR,6.12,5.97,118,Gram Sabha,1,1,15.36,1,23.234687,85.409213,Pending
FRA0375,Chhattisgarh,Surguja,Village_9,IFR,2.28,2.0,32,DLC,1,0,64.41,3,22.965583,83.29621,Rejected
FRA0376,Jharkhand,Gumla,Village_8,CFR,9.96,9.21,68,DLC,0,1,17.76,3,22.968053,84.66376,Rejected
FRA0377,Maharashtra,Nandurbar,Village_79,CR,6.6,6.74,127,DLC,1,0,9.18,2,21.27456,74.16962,Pending
FRA0378,Madhya Pradesh,Dindori,Village_67,CR,3.73,3.86,148,Title Issued,1,1,79.15,0,22.799703,81.181649,Pending
FRA0379,Maharashtra,Nandurbar,Village_7,CR,1.77,1.61,62,Gram Sabha,1,0,31.29,2,21.225375,74.245147,Rejected
FRA0380,Chhattisgarh,Bastar,Village_39,CR,6.56,6.4,53,DLC,1,1,72.23,0,19.105608,82.019029,Pending
FRA0381,Odisha,Mayurbhanj,Village_35,CFR,6.45,5.51,176,DLC,0,1,72.32,0,22.008512,86.772171,Rejected
FRA0382,Odisha,Mayurbhanj,Village_15,IFR,9.25,9.19,88,Gram Sabha,1,0,67.73,1,21.8992,86.592269,Approved
FRA0383,Madhya Pradesh,Dindori,Village_31,CR,8.48,8.09,174,Gram Sabha,0,0,24.39,2,22.816273,81.015125,Rejected
FRA0384,Maharashtra,Gadchiroli,Village_9,CFR,1.61,1.43,38,SDLC,1,1,6.2,2,20.081552,80.106093,Pending
FRA0385,Madhya Pradesh,Balaghat,Village_22,CFR,8.88,8.58,56,Title Issued,0,0,71.04,0,21.782723,80.0877,Pending
FRA0386,Jharkhand,Gumla,Village_81,CR,7.13,6.4,81,Title Issued,1,1,53.48,0,22.944925,84.515601,Pending
FRA0387,Jharkhand,Simdega,Village_86,CFR,7.88,8.06,90,SDLC,0,0,16.43,1,22.551577,84.523841,Approved
FRA0388,Chhattisgarh,Kanker,Village_71,CR,3.85,3.73,84,Gram Sabha,0,1,63.45,1,20.349037,81.609773,Pending
FRA0389,Chhattisgarh,Bastar,Village_65,CR,4.47,3.97,56,DLC,0,0,54.49,3,19.214626,81.957388,Rejected
FRA0390,Chhattisgarh,Kanker,Village_70,CR,1.92,1.87,31,Title Issued,1,1,32.56,1,20.168558,81.449343,Pending
FRA0391,Jharkhand,Ranchi,Village_33,IFR,9.28,8.46,141,SDLC,1,0,60.65,0,23.220472,85.381202,Pending
FRA0392,Madhya Pradesh,Mandla,Village_60,IFR,5.99,5.45,137,Title Issued,0,0,52.7,2,22.527867,80.235299,Rejected
FRA0393,Maharashtra,Nashik,Village_13,CR,7.49,7.79,77,SDLC,0,1,33.74,3,20.071229,73.875379,Approved
FRA0394,Odisha,Keonjhar,Village_36,CR,1.47,1.4,120,Gram Sabha,1,1,51.12,0,21.668487,85.620301,Approved
FRA0395,Chhattisgarh,Bastar,Village_82,CFR,2.31,2.04,150,Title Issued,1,1,27.61,3,19.189784,81.844061,Approved
FRA0396,Maharashtra,Gadchiroli,Village_58,CR,6.38,5.59,20,Gram Sabha,0,0,11.83,0,20.29137,80.086422,Approved
FRA0397,Maharashtra,Gadchiroli,Village_35,CFR,3.45,3.34,146,DLC,1,0,50.97,0,20.19222,79.89888,Approved
FRA0398,Madhya Pradesh,Mandla,Village_24,CFR,3.15,3.12,137,Gram Sabha,1,1,7.07,0,22.598957,80.347679,Approved
FRA0399,Chhattisgarh,Bastar,Village_4,CR,6.99,5.99,119,DLC,1,0,1.48,0,19.157202,81.936384,Approved
FRA0400,Chhattisgarh,Kanker,Village_28,CFR,3.19,3.02,60,Gram Sabha,0,1,83.04,1,20.272729,81.471884,Approved
FRA0401,Chhattisgarh,Bastar,Village_36,CFR,5.97,5.38,163,Gram Sabha,1,1,83.19,0,19.247189,82.002182,Pending
FRA0402,Chhattisgarh,Kanker,Village_42,IFR,4.23,4.01,82,DLC,0,1,64.69,1,20.193829,81.571569,Approved
FRA0403,Maharashtra,Gadchiroli,Village_79,CFR,3.41,2.92,155,Title Issued,0,1,29.59,3,20.194109,79.986372,Approved
FRA0404,Odisha,Koraput,Village_47,IFR,5.01,4.51,116,Title Issued,0,0,29.78,3,18.797807,82.716032,Rejected
FRA0405,Chhattisgarh,Surguja,Village_76,IFR,7.12,7.01,59,SDLC,0,1,67.45,2,22.987936,83.325468,Approved
FRA0406,Maharashtra,Nashik,Village_84,CFR,5.99,5.32,116,Gram Sabha,1,0,11.08,2,19.934218,73.872877,Approved
