claim_id,state,district,village,claim_type,claimed_area,recorded_area,processing_days,current_stage,documents_complete,land_record_available,overlap_percentage,previous_rejections,latitude,longitude,status,area_mismatch_percentage
FRA0173,Maharashtra,Nandurbar,Village_20,CR,1.72,1.48,44.0,DLC,0.0,0.0,10.41,0.0,21.226873,74.159935,Rejected,13.95
FRA0174,Madhya Pradesh,Dindori,Village_17,CR,7.51,6.39,130.0,DLC,1.0,0.0,6.42,3.0,22.867132,81.009006,Approved,14.91
FRA0175,Madhya Pradesh,Dindori,Village_20,CFR,5.0,4.38,127.0,SDLC,0.0,0.0,7.13,1.0,23.003127,80.986842,Pending,12.4
FRA0176,Odisha,Keonjhar,Village_94,IFR,4.99,4.39,170.0,Gram Sabha,1.0,1.0,22.61,3.0,21.653649,85.589505,Pending,12.02
FRA0177,Maharashtra,Gadchiroli,Village_36,CR,8.02,7.55,69.0,DLC,1.0,1.0,78.13,0.0,20.290753,79.851649,Rejected,5.86
FRA0178,Odisha,Koraput,Village_4,CFR,2.04,2.11,158.0,Title Issued,1.0,1.0,46.4,1.0,18.78432,82.755805,Pending,3.43
FRA0179,Maharashtra,Nandurbar,Village_77,CFR,3.83,3.44,163.0,Title Issued,0.0,1.0,62.81,0.0,21.371088,74.198738,Rejected,10.18
FRA0180,Madhya Pradesh,Dindori,Village_34,IFR,9.12,8.3,94.0,Title Issued,1.0,0.0,18.98,3.0,23.082888,81.216908,Approved,8.99
FRA0181,Madhya Pradesh,Mandla,Village_15,CR,7.89,7.61,131.0,Gram Sabha,1.0,0.0,38.53,0.0,22.510476,80.341686,Approved,3.55
FRA0182,Odisha,Koraput,Village_14,CFR,2.77,2.84,71.0,SDLC,0.0,0.0,48.71,3.0,18.797184,82.570196,Pending,2.53
FRA0183,Maharashtra,Nandurbar,Village_22,IFR,3.31,2.9,73.0,Title Issued,0.0,0.0,53.37,2.0,21.254548,74.110315,Approved,12.39
FRA0184,Odisha,Mayurbhanj,Village_99,IFR,3.14,2.78,39.0,Title Issued,1.0,0.0,12.47,0.0,22.04704,86.578043,Approved,11.46
FRA0185,Maharashtra,Nandurbar,Village_31,IFR,7.37,7.51,140.0,DLC,0.0,1.0,30.14,1.0,21.283728,74.1914,Rejected,1.9
FRA0186,Chhattisgarh,Bastar,Village_4,CFR,1.84,1.9,61.0,DLC,1.0,1.0,50.14,2.0,19.159614,81.886502,Pending,3.26
FRA0187,Madhya Pradesh,Mandla,Village_78,IFR,3.63,3.2,140.0,SDLC,1.0,0.0,46.49,0.0,22.502776,80.483304,Approved,11.85
FRA0188,Madhya Pradesh,Mandla,Village_78,CFR,4.79,4.49,123.0,Title Issued,1.0,1.0,66.02,2.0,22.731619,80.318225,Approved,6.26
FRA0189,Odisha,Koraput,Village_48,IFR,4.55,4.53,47.0,SDLC,0.0,1.0,66.43,0.0,18.796587,82.646172,Pending,0.44
FRA0190,Jharkhand,Simdega,Village_23,CFR,5.86,5.01,52.0,SDLC,1.0,1.0,48.34,3.0,22.555541,84.63537,Rejected,14.51
FRA0191,Odisha,Mayurbhanj,Village_45,IFR,4.7,4.79,111.0,Gram Sabha,0.0,0.0,17.27,2.0,22.049398,86.814524,Rejected,1.91
FRA0192,Odisha,Mayurbhanj,Village_74,IFR,1.32,1.3,147.0,SDLC,1.0,1.0,57.62,3.0,22.041292,86.683784,Pending,1.52
FRA0193,Chhattisgarh,Bastar,Village_69,CR,1.6,1.66,180.0,Title Issued,0.0,1.0,27.45,1.0,19.211795,81.865643,Approved,3.75
FRA0194,Jharkhand,Gumla,Village_6,IFR,7.27,6.75,66.0,DLC,1.0,0.0,72.79,0.0,23.024592,84.399921,Pending,7.15
FRA0195,Madhya Pradesh,Mandla,Village_20,CFR,3.23,3.22,85.0,Title Issued,1.0,0.0,66.1,2.0,22.453082,80.359469,Rejected,0.31
FRA0196,Jharkhand,Simdega,Village_64,CR,1.54,1.35,66.0,SDLC,1.0,0.0,14.38,2.0,22.547708,84.669474,Approved,12.34
FRA0197,Chhattisgarh,Bastar,Village_43,CR,2.25,2.34,122.0,DLC,1.0,0.0,82.9,1.0,18.954735,81.963185,Pending,4.0
FRA0198,Jharkhand,Simdega,Village_70,CFR,9.39,9.78,155.0,DLC,0.0,0.0,41.43,3.0,22.535636,84.660841,Pending,4.15
FRA0199,Madhya Pradesh,Mandla,Village_4,IFR,6.92,7.0,60.0,SDLC,1.0,0.0,77.21,0.0,22.509544,80.414763,Rejected,1.16
FRA0200,Madhya Pradesh,Dindori,Village_24,CR,6.24,5.82,65.0,SDLC,1.0,0.0,24.66,2.0,22.816058,81.212575,Approved,6.73
FRA0201,Odisha,Mayurbhanj,Village_83,IFR,1.01,0.97,26.0,Title Issued,0.0,0.0,19.73,0.0,21.822354,86.769881,Rejected,3.96
FRA0202,Madhya Pradesh,Balaghat,Village_94,IFR,8.21,8.26,32.0,SDLC,0.0,0.0,71.06,2.0,21.946713,80.206878,Pending,0.61
FRA0203,Odisha,Keonjhar,Village_77,CR,3.64,3.68,30.0,Title Issued,1.0,1.0,59.1,3.0,21.700185,85.472889,Approved,1.1
FRA0204,Chhattisgarh,Bastar,Village_50,CR,6.58,6.7,54.0,DLC,1.0,1.0,83.39,2.0,19.037319,81.988552,Approved,1.82
FRA0205,Madhya Pradesh,Balaghat,Village_29,CFR,8.86,8.54,81.0,Title Issued,1.0,1.0,57.16,1.0,21.732823,80.128897,Approved,3.61
FRA0206,Jharkhand,Gumla,Village_27,IFR,8.69,7.56,62.0,Gram Sabha,1.0,0.0,17.43,3.0,22.901532,84.570489,Pending,13.0
FRA0207,Odisha,Keonjhar,Village_17,CR,7.99,8.0,55.0,Title Issued,0.0,1.0,38.51,0.0,21.502269,85.538516,Approved,0.13
FRA0208,Jharkhand,Ranchi,Village_38,CFR,5.87,6.01,124.0,Gram Sabha,0.0,1.0,1.75,3.0,23.292521,85.383578,Approved,2.39
FRA0209,Odisha,Keonjhar,Village_44,IFR,6.62,5.85,38.0,Gram Sabha,0.0,0.0,37.67,3.0,21.735398,85.436035,Rejected,11.63
FRA0210,Madhya Pradesh,Balaghat,Village_92,CFR,8.46,7.3,105.0,DLC,0.0,0.0,54.17,0.0,21.854441,80.18902,Rejected,13.71
FRA0211,Chhattisgarh,Surguja,Village_33,CR,1.07,1.04,113.0,Title Issued,1.0,1.0,48.72,0.0,22.890764,83.050544,Rejected,2.8
FRA0212,Odisha,Mayurbhanj,Village_3,CR,6.35,6.13,89.0,Title Issued,1.0,1.0,47.02,1.0,21.838825,86.640528,Pending,3.46
FRA0213,Odisha,Koraput,Village_36,CR,6.92,5.91,142.0,Gram Sabha,1.0,1.0,26.67,3.0,18.811936,82.585115,Pending,14.6
FRA0214,Madhya Pradesh,Balaghat,Village_92,IFR,3.46,3.2,81.0,DLC,0.0,0.0,37.86,2.0,21.850209,80.210589,Approved,7.51
FRA0215,Chhattisgarh,Surguja,Village_1,CR,7.78,6.66,132.0,SDLC,0.0,0.0,40.36,3.0,22.855818,83.164228,Pending,14.4
FRA0216,Jharkhand,Ranchi,Village_76,CR,6.54,6.56,28.0,Title Issued,1.0,0.0,85.91,1.0,23.205761,85.284394,Approved,0.31
FRA0217,Jharkhand,Ranchi,Village_6,CR,5.72,5.31,67.0,Title Issued,0.0,1.0,54.47,3.0,23.2222,85.16392,Pending,7.17
FRA0218,Maharashtra,Nandurbar,Village_91,CFR,5.38,5.38,125.0,Title Issued,0.0,0.0,36.8,0.0,21.223864,74.363504,Approved,0.0
FRA0219,Jharkhand,Ranchi,Village_92,IFR,3.63,3.22,140.0,SDLC,0.0,1.0,66.29,0.0,23.299433,85.192373,Pending,11.29
FRA0220,Chhattisgarh,Kanker,Village_36,CR,2.62,2.41,153.0,Title Issued,1.0,1.0,10.45,0.0,20.183602,81.41406,Pending,8.02
FRA0221,Chhattisgarh,Bastar,Village_82,CR,5.96,5.81,105.0,Title Issued,1.0,1.0,83.8,1.0,19.139649,81.84522,Approved,2.52
FRA0222,Jharkhand,Ranchi,Village_51,CR,7.8,7.04,102.0,SDLC,1.0,0.0,68.9,1.0,23.431238,85.299373,Approved,9.74
FRA0223,Maharashtra,Gadchiroli,Village_18,CR,8.07,7.32,58.0,Title Issued,0.0,0.0,18.55,3.0,20.236871,79.948433,Pending,9.29
FRA0224,Maharashtra,Nashik,Village_57,IFR,3.0,3.07,82.0,SDLC,1.0,1.0,52.55,0.0,19.973729,73.748335,Rejected,2.33
FRA0225,Jharkhand,Ranchi,Village_22,CR,4.26,4.13,52.0,SDLC,1.0,1.0,61.8,1.0,23.472562,85.30338,Pending,3.05
FRA0226,Chhattisgarh,Bastar,Village_91,CR,5.12,4.76,87.0,DLC,1.0,0.0,80.0,0.0,19.207682,81.889645,Approved,7.03
FRA0227,Madhya Pradesh,Balaghat,Village_90,CFR,5.73,5.15,141.0,Gram Sabha,1.0,1.0,30.17,1.0,21.938151,80.195995,Pending,10.12
FRA0228,Jharkhand,Ranchi,Village_8,CR,3.24,3.06,102.0,DLC,0.0,1.0,50.72,2.0,23.32641,85.292088,Approved,5.56
FRA0229,Jharkhand,Ranchi,Village_26,IFR,1.35,1.26,79.0,Title Issued,1.0,1.0,8.23,3.0,23.405392,85.232611,Pending,6.67
FRA0230,Maharashtra,Nashik,Village_45,CFR,5.1,4.66,75.0,Gram Sabha,1.0,1.0,0.01,3.0,19.995283,73.910193,Rejected,8.63
FRA0231,Madhya Pradesh,Balaghat,Village_42,CFR,3.76,3.49,72.0,DLC,1.0,0.0,3.09,2.0,21.932265,80.157657,Rejected,7.18
FRA0232,Chhattisgarh,Bastar,Village_57,IFR,6.47,6.31,162.0,SDLC,0.0,1.0,68.64,2.0,19.090497,82.040027,Rejected,2.47
FRA0233,Madhya Pradesh,Dindori,Village_65,CFR,1.2,1.09,57.0,Gram Sabha,1.0,0.0,57.08,2.0,22.972182,81.114732,Approved,9.17
FRA0234,Madhya Pradesh,Dindori,Village_54,CFR,4.16,4.24,76.0,Gram Sabha,0.0,1.0,67.81,2.0,23.065732,81.19907,Rejected,1.92
FRA0235,Chhattisgarh,Surguja,Village_36,CR,2.48,2.43,146.0,SDLC,0.0,1.0,15.09,3.0,22.842726,83.136427,Rejected,2.02
FRA0236,Jharkhand,Gumla,Village_93,CR,7.53,6.54,88.0,DLC,1.0,1.0,5.33,3.0,22.924094,84.562655,Pending,13.15
FRA0237,Chhattisgarh,Surguja,Village_50,IFR,5.13,4.61,118.0,DLC,1.0,0.0,32.81,2.0,22.959139,83.191939,Approved,10.14
FRA0238,Chhattisgarh,Surguja,Village_9,CR,1.13,1.18,148.0,Gram Sabha,0.0,0.0,68.36,2.0,23.04892,83.09984,Approved,4.42
FRA0239,Jharkhand,Gumla,Village_42,CR,7.73,8.03,47.0,Gram Sabha,1.0,0.0,7.88,0.0,23.098954,84.451194,Pending,3.88
FRA0240,Madhya Pradesh,Balaghat,Village_44,CR,6.94,6.48,168.0,Title Issued,0.0,0.0,12.05,2.0,21.702633,80.257131,Pending,6.63
FRA0241,Maharashtra,Nandurbar,Village_92,CR,8.16,7.3,141.0,Gram Sabha,1.0,0.0,47.02,0.0,21.325094,74.197902,Pending,10.54
FRA0242,Madhya Pradesh,Balaghat,Village_92,CFR,1.96,1.92,139.0,Title Issued,0.0,0.0,50.69,3.0,21.785938,80.168387,Pending,2.04
FRA0243,Odisha,Keonjhar,Village_47,IFR,5.67,5.14,60.0,DLC,0.0,0.0,72.04,2.0,21.774117,85.530293,Pending,9.35
FRA0244,Maharashtra,Nashik,Village_76,IFR,6.3,6.09,98.0,Title Issued,1.0,0.0,41.25,0.0,19.892251,73.852235,Approved,3.33
FRA0245,Maharashtra,Nashik,Village_38,CR,2.63,2.27,144.0,DLC,1.0,1.0,40.82,1.0,20.144789,73.666253,Approved,13.69
FRA0246,Jharkhand,Ranchi,Village_16,CFR,2.5,2.37,125.0,SDLC,1.0,0.0,23.82,2.0,23.287411,85.367599,Rejected,5.2
FRA0247,Odisha,Mayurbhanj,Village_42,CFR,5.32,4.75,21.0,Title Issued,1.0,0.0,95.0,0.0,21.997081,86.605458,Approved,10.71
FRA0248,Maharashtra,Gadchiroli,Village_25,CR,2.57,2.52,86.0,Gram Sabha,0.0,1.0,58.53,0.0,20.297886,80.047596,Pending,1.95
FRA0249,Madhya Pradesh,Balaghat,Village_19,CR,5.16,4.58,161.0,DLC,1.0,1.0,40.29,2.0,21.668931,80.099985,Approved,11.24
FRA0250,Odisha,Keonjhar,Village_74,IFR,2.31,2.34,96.0,SDLC,0.0,0.0,40.38,2.0,21.772883,85.721184,Approved,1.3
FRA0251,Jharkhand,Gumla,Village_31,CR,4.81,4.49,167.0,Title Issued,0.0,0.0,6.1,2.0,23.169928,84.534101,Pending,6.65
FRA0252,Chhattisgarh,Kanker,Village_53,IFR,7.49,6.63,30.0,Title Issued,0.0,0.0,89.39,0.0,20.395966,81.352401,Rejected,11.48
FRA0253,Jharkhand,Ranchi,Village_58,CR,4.27,3.65,94.0,Gram Sabha,1.0,1.0,73.86,0.0,23.394273,85.247116,Approved,14.52
FRA0254,Odisha,Keonjhar,Village_28,CFR,2.93,2.52,119.0,Title Issued,1.0,0.0,56.55,0.0,21.672482,85.64586,Approved,13.99
FRA0255,Odisha,Keonjhar,Village_11,CFR,5.07,4.34,128.0,SDLC,0.0,1.0,69.56,3.0,21.647833,85.585283,Approved,14.4
FRA0256,Maharashtra,Nashik,Village_13,CFR,3.71,3.52,63.0,SDLC,0.0,0.0,12.74,2.0,20.00756,73.696808,Approved,5.12
FRA0257,Madhya Pradesh,Balaghat,Village_52,CFR,7.92,6.91,112.0,Title Issued,1.0,1.0,86.97,3.0,21.75402,80.176711,Pending,12.75
FRA0258,Odisha,Mayurbhanj,Village_17,CFR,6.2,6.43,43.0,Title Issued,1.0,0.0,16.7,2.0,21.799113,86.711257,Rejected,3.71
FRA0259,Madhya Pradesh,Mandla,Village_93,IFR,7.69,6.64,52.0,SDLC,0.0,1.0,25.75,2.0,22.57126,80.494471,Approved,13.65
FRA0260,Chhattisgarh,Surguja,Village_39,CFR,7.31,7.36,95.0,Gram Sabha,0.0,1.0,11.26,0.0,22.875912,83.348059,Rejected,0.68
FRA0261,Madhya Pradesh,Mandla,Village_88,CR,4.36,3.87,170.0,Gram Sabha,1.0,1.0,75.56,0.0,22.508224,80.355108,Approved,11.24
FRA0262,Madhya Pradesh,Dindori,Village_27,CFR,2.5,2.4,65.0,Title Issued,0.0,0.0,8.81,0.0,22.839948,81.109732,Rejected,4.0
FRA0263,Maharashtra,Nandurbar,Village_20,CR,7.89,6.8,168.0,Gram Sabha,0.0,0.0,79.23,1.0,21.438065,74.295458,Pending,13.81
FRA0264,Chhattisgarh,Kanker,Village_44,CFR,6.99,6.02,88.0,SDLC,0.0,1.0,58.1,2.0,20.228186,81.583533,Rejected,13.88
FRA0265,Madhya Pradesh,Dindori,Village_55,IFR,1.99,2.02,22.0,Title Issued,0.0,1.0,75.54,1.0,23.088679,81.169365,Pending,1.51
FRA0266,Jharkhand,Gumla,Village_8,CFR,9.2,8.62,52.0,Title Issued,0.0,0.0,65.24,3.0,23.02891,84.487414,Rejected,6.3
FRA0267,Odisha,Koraput,Village_16,IFR,8.49,8.1,42.0,SDLC,1.0,0.0,37.22,2.0,18.892046,82.811612,Approved,4.59
FRA0268,Madhya Pradesh,Dindori,Village_40,IFR,9.26,8.68,61.0,DLC,1.0,1.0,56.43,0.0,23.058984,81.090795,Pending,6.26
FRA0269,Maharashtra,Nandurbar,Village_7,CR,1.63,1.64,39.0,Gram Sabha,1.0,1.0,25.74,1.0,21.422649,74.294387,Pending,0.61
FRA0270,Madhya Pradesh,Dindori,Village_94,CFR,6.09,5.78,65.0,Gram Sabha,0.0,1.0,38.72,3.0,23.003591,81.09548,Approved,5.09
FRA0271,Maharashtra,Nashik,Village_12,CR,8.44,8.86,77.0,Title Issued,1.0,0.0,14.34,1.0,19.923357,73.790681,Pending,4.98
FRA0272,Chhattisgarh,Bastar,Village_81,IFR,6.77,6.43,97.0,Gram Sabha,0.0,0.0,71.95,2.0,19.1059,82.021708,Pending,5.02
FRA0273,Odisha,Keonjhar,Village_90,CR,3.81,3.55,168.0,Title Issued,1.0,1.0,82.8,1.0,21.611592,85.451901,Rejected,6.82
FRA0274,Maharashtra,Gadchiroli,Village_54,IFR,6.39,6.18,63.0,Title Issued,0.0,0.0,71.28,0.0,20.081511,79.989757,Rejected,3.29
FRA0275,Jharkhand,Simdega,Village_34,CFR,8.0,7.4,154.0,DLC,1.0,1.0,80.23,3.0,22.548252,84.537202,Rejected,7.5
FRA0276,Chhattisgarh,Kanker,Village_57,CFR,9.55,9.27,110.0,DLC,1.0,0.0,66.35,1.0,20.139016,81.503076,Rejected,2.93
FRA0277,Chhattisgarh,Bastar,Village_81,CFR,2.97,2.66,170.0,SDLC,0.0,0.0,72.16,3.0,19.165563,81.87748,Approved,10.44
FRA0278,Odisha,Mayurbhanj,Village_46,CFR,3.09,2.82,60.0,Title Issued,0.0,0.0,50.18,0.0,21.898926,86.601336,Pending,8.74
FRA0279,Jharkhand,Ranchi,Village_10,IFR,6.63,6.01,148.0,SDLC,1.0,1.0,38.43,1.0,23.24009,85.238957,Approved,9.35
FRA0280,Jharkhand,Gumla,Village_90,IFR,6.27,5.44,74.0,Title Issued,0.0,1.0,86.24,2.0,23.066692,84.562046,Approved,13.24
FRA0281,Maharashtra,Nashik,Village_14,CR,8.09,7.17,44.0,Title Issued,1.0,0.0,15.64,0.0,19.957477,73.880443,Approved,11.37
FRA0282,Odisha,Koraput,Village_19,IFR,3.02,2.83,130.0,SDLC,0.0,0.0,51.98,2.0,18.82715,82.726995,Pending,6.29
FRA0283,Maharashtra,Nashik,Village_25,CR,4.85,4.67,133.0,Title Issued,1.0,0.0,5.56,1.0,20.059269,73.883413,Pending,3.71
FRA0284,Odisha,Keonjhar,Village_66,IFR,9.6,8.47,177.0,Title Issued,1.0,1.0,31.21,3.0,21.628236,85.497536,Approved,11.77
FRA0285,Madhya Pradesh,Mandla,Village_90,CFR,3.94,3.49,26.0,DLC,1.0,1.0,7.61,1.0,22.552998,80.358833,Rejected,11.42
FRA0286,Madhya Pradesh,Dindori,Village_2,IFR,6.18,6.23,68.0,SDLC,1.0,1.0,7.42,0.0,22.917821,81.077089,Pending,0.81
FRA0287,Jharkhand,Ranchi,Village_66,CFR,1.63,1.66,111.0,DLC,1.0,0.0,78.91,0.0,23.335104,85.245109,Approved,1.84
FRA0288,Madhya Pradesh,Mandla,Village_61,IFR,2.94,2.81,25.0,Title Issued,0.0,1.0,9.92,0.0,22.511862,80.39114,Pending,4.42
FRA0289,Maharashtra,Nashik,Village_62,IFR,2.66,2.76,145.0,SDLC,0.0,0.0,88.64,3.0,20.004633,73.915932,Pending,3.76
FRA0290,Chhattisgarh,Surguja,Village_42,CR,7.0,6.3,67.0,DLC,0.0,0.0,75.45,3.0,22.773995,83.113468,Approved,10.0
FRA0291,Chhattisgarh,Bastar,Village_28,IFR,7.59,7.53,96.0,Title Issued,0.0,0.0,70.14,0.0,19.127325,81.893889,Pending,0.79
FRA0292,Maharashtra,Nandurbar,Village_33,IFR,9.39,8.46,106.0,DLC,1.0,1.0,19.53,0.0,21.244701,74.11492,Rejected,9.9
FRA0293,Madhya Pradesh,Mandla,Village_2,CFR,1.99,2.05,66.0,Title Issued,0.0,1.0,43.72,0.0,22.484891,80.277011,Pending,3.02
FRA0294,Jharkhand,Ranchi,Village_79,CFR,3.39,3.08,45.0,SDLC,1.0,1.0,47.96,2.0,23.381152,85.38364,Rejected,9.14
FRA0295,Jharkhand,Gumla,Village_62,IFR,8.63,7.85,44.0,Gram Sabha,1.0,1.0,69.02,3.0,22.956741,84.616371,Approved,9.04
FRA0296,Odisha,Koraput,Village_42,IFR,4.2,4.22,34.0,DLC,0.0,0.0,33.51,2.0,18.816415,82.735675,Pending,0.48
FRA0297,Maharashtra,Nandurbar,Village_21,IFR,8.64,7.61,69.0,Title Issued,0.0,0.0,88.11,1.0,21.310721,74.108706,Approved,11.92
FRA0298,Jharkhand,Ranchi,Village_26,CR,2.72,2.67,167.0,SDLC,1.0,1.0,21.83,1.0,23.217655,85.225199,Approved,1.84
FRA0299,Madhya Pradesh,Mandla,Village_73,CFR,7.92,7.44,43.0,Title Issued,1.0,1.0,65.83,1.0,22.727933,80.307394,Rejected,6.06
FRA0300,Maharashtra,Gadchiroli,Village_53,CFR,5.51,4.81,66.0,DLC,0.0,0.0,17.99,2.0,20.316706,79.949249,Pending,12.7
FRA0301,Odisha,Koraput,Village_32,CR,2.32,2.43,83.0,Gram Sabha,0.0,1.0,57.41,3.0,18.821542,82.831606,Pending,4.74
FRA0302,Odisha,Koraput,Village_73,CR,1.4,1.22,109.0,SDLC,0.0,1.0,2.38,1.0,18.837648,82.695593,Approved,12.86
FRA0303,Chhattisgarh,Surguja,Village_46,CFR,3.95,3.86,133.0,DLC,1.0,0.0,20.33,0.0,22.856298,83.069465,Approved,2.28
FRA0304,Jharkhand,Ranchi,Village_89,IFR,9.89,8.7,57.0,Gram Sabha,0.0,0.0,41.21,3.0,23.387409,85.401064,Rejected,12.03
FRA0305,Maharashtra,Gadchiroli,Village_34,CR,3.44,3.43,74.0,DLC,0.0,0.0,4.93,3.0,20.203296,79.965229,Pending,0.29
FRA0306,Chhattisgarh,Surguja,Village_2,CFR,8.32,7.1,144.0,SDLC,0.0,0.0,41.55,2.0,22.871642,83.268028,Approved,14.66
FRA0307,Chhattisgarh,Bastar,Village_40,CR,4.77,4.23,149.0,Title Issued,0.0,1.0,59.23,0.0,19.026319,81.879075,Approved,11.32
FRA0308,Odisha,Mayurbhanj,Village_11,IFR,7.06,6.02,136.0,Gram Sabha,1.0,1.0,63.52,3.0,21.929763,86.68112,Pending,14.73
FRA0309,Jharkhand,Gumla,Village_8,CR,5.14,4.66,73.0,DLC,1.0,1.0,79.51,0.0,23.045632,84.399158,Approved,9.34
FRA0310,Odisha,Koraput,Village_25,CR,4.1,3.84,77.0,Title Issued,0.0,0.0,76.95,0.0,18.749861,82.600716,Pending,6.34
FRA0311,Maharashtra,Nashik,Village_44,CFR,8.03,8.2,48.0,DLC,0.0,1.0,71.98,0.0,19.873956,73.805273,Pending,2.12
FRA0312,Odisha,Keonjhar,Village_41,CFR,6.18,6.32,62.0,Title Issued,1.0,1.0,62.39,2.0,21.547107,85.627438,Approved,2.27
FRA0313,Jharkhand,Ranchi,Village_56,CR,5.85,6.1,122.0,Title Issued,1.0,0.0,85.08,0.0,23.382818,85.426433,Approved,4.27
FRA0314,Madhya Pradesh,Balaghat,Village_1,CFR,1.98,1.82,98.0,SDLC,1.0,1.0,38.03,2.0,21.802919,80.308777,Rejected,8.08
FRA0315,Chhattisgarh,Bastar,Village_51,CFR,2.98,2.55,113.0,SDLC,0.0,0.0,37.32,1.0,19.08351,82.039697,Pending,14.43
FRA0316,Jharkhand,Gumla,Village_55,IFR,9.18,9.54,147.0,DLC,1.0,1.0,62.89,3.0,23.132693,84.639067,Approved,3.92
FRA0317,Madhya Pradesh,Balaghat,Village_9,CFR,5.53,4.96,155.0,Gram Sabha,0.0,1.0,48.97,3.0,21.911161,80.235955,Pending,10.31
FRA0318,Madhya Pradesh,Balaghat,Village_84,IFR,2.21,2.23,37.0,Gram Sabha,0.0,1.0,76.55,2.0,21.807289,80.140377,Approved,0.9
FRA0319,Madhya Pradesh,Dindori,Village_98,CR,5.27,4.71,137.0,DLC,0.0,0.0,34.7,0.0,22.913329,81.037871,Pending,10.63
FRA0320,Madhya Pradesh,Balaghat,Village_39,CR,1.31,1.36,155.0,Title Issued,1.0,1.0,78.7,0.0,21.680437,80.077646,Rejected,3.82
FRA0321,Maharashtra,Gadchiroli,Village_80,CFR,5.28,4.72,40.0,Title Issued,0.0,0.0,28.24,0.0,20.187381,80.142659,Approved,10.61
FRA0322,Jharkhand,Simdega,Village_95,CR,9.96,10.02,98.0,Title Issued,1.0,0.0,56.31,2.0,22.713447,84.595041,Approved,0.6
FRA0323,Chhattisgarh,Bastar,Village_27,CR,1.74,1.66,126.0,DLC,0.0,0.0,89.43,1.0,19.022854,82.007674,Approved,4.6
FRA0324,Odisha,Mayurbhanj,Village_82,CR,9.17,8.22,137.0,Title Issued,0.0,1.0,88.35,2.0,21.857568,86.824143,Pending,10.36
FRA0325,Chhattisgarh,Surguja,Village_99,CFR,2.76,2.46,144.0,Gram Sabha,1.0,0.0,47.1,0.0,22.901482,83.072393,Approved,10.87
FRA0326,Jharkhand,Gumla,Village_97,IFR,9.66,9.13,136.0,Title Issued,0.0,1.0,30.57,0.0,23.075222,84.427809,Approved,5.49
FRA0327,Chhattisgarh,Kanker,Village_14,IFR,9.81,9.32,29.0,Title Issued,0.0,1.0,6.24,1.0,20.313738,81.531822,Rejected,4.99
FRA0328,Madhya Pradesh,Mandla,Village_14,CR,7.44,6.67,76.0,SDLC,1.0,0.0,84.76,3.0,22.463562,80.243841,Pending,10.35
FRA0329,Odisha,Keonjhar,Village_60,IFR,5.68,5.51,25.0,Gram Sabha,1.0,1.0,0.71,0.0,21.653388,85.548989,Rejected,2.99
FRA0330,Maharashtra,Nashik,Village_47,CFR,6.9,6.93,101.0,SDLC,1.0,0.0,63.76,2.0,20.017556,73.648245,Rejected,0.43
FRA0331,Jharkhand,Simdega,Village_23,CR,5.67,5.34,110.0,Gram Sabha,1.0,0.0,34.77,0.0,22.700707,84.422626,Approved,5.82
FRA0332,Madhya Pradesh,Mandla,Village_82,CFR,6.65,6.28,48.0,Gram Sabha,0.0,1.0,19.32,2.0,22.457294,80.234894,Approved,5.56
FRA0333,Madhya Pradesh,Balaghat,Village_70,CFR,9.64,8.72,26.0,SDLC,1.0,0.0,39.03,1.0,21.816147,80.114751,Approved,9.54
FRA0334,Chhattisgarh,Bastar,Village_30,IFR,1.32,1.36,73.0,SDLC,1.0,0.0,75.79,2.0,19.037452,81.967965,Pending,3.03
FRA0335,Jharkhand,Ranchi,Village_43,IFR,2.81,2.8,52.0,Title Issued,0.0,1.0,7.03,3.0,23.366365,85.357221,Approved,0.36
FRA0336,Maharashtra,Nashik,Village_81,CFR,5.72,5.38,169.0,SDLC,0.0,1.0,66.03,1.0,20.103432,73.837564,Rejected,5.94
FRA0337,Chhattisgarh,Surguja,Village_41,CR,9.43,9.69,28.0,Gram Sabha,1.0,0.0,14.12,0.0,22.890485,83.111097,Pending,2.76
FRA0338,Madhya Pradesh,Mandla,Village_98,CFR,7.73,7.15,84.0,Title Issued,0.0,0.0,73.68,3.0,22.69665,80.431232,Rejected,7.5
FRA0339,Maharashtra,Nashik,Village_95,CFR,5.29,5.49,57.0,Gram Sabha,0.0,0.0,1.38,1.0,19.901417,73.818536,Approved,3.78
FRA0340,Chhattisgarh,Bastar,Village_74,CFR,3.33,3.23,180.0,DLC,1.0,0.0,7.03,3.0,19.095042,81.853407,Rejected,3.0
FRA0341,Chhattisgarh,Bastar,Village_87,CR,8.49,7.62,129.0,SDLC,0.0,0.0,30.05,3.0,19.065585,81.856607,Pending,10.25
FRA0342,Jharkhand,Ranchi,Village_35,IFR,7.85,7.65,47.0,DLC,0.0,1.0,15.6,0.0,23.46723,85.327965,Pending,2.55
FRA0343,Maharashtra,Nandurbar,Village_73,CR,5.02,4.88,164.0,DLC,1.0,1.0,82.76,0.0,21.373248,74.368681,Approved,2.79
FRA0344,Chhattisgarh,Surguja,Village_72,CR,6.69,6.6,25.0,Gram Sabha,0.0,0.0,42.64,2.0,23.036101,83.230467,Pending,1.35
FRA0345,Jharkhand,Ranchi,Village_15,CFR,5.39,4.91,149.0,Gram Sabha,0.0,1.0,66.82,0.0,23.264512,85.208261,Rejected,8.91
